aspect_ratio,extent,solidity,equi_diameter,angle,defect_height/area,defect_rel_position,circleness,hull_circleness
10.333333333333334,0.5940860215053764,0.8549323017408124,16.774562271083887,88.38555145263672,1.0316742081447965,10.802546648783972,1.713569327666569,2.053082726214231
6.2,0.6580645161290323,0.9026548672566371,11.396070970426017,89.77459716796875,3.0686274509803924,2.4995589364169724,1.504447200474574,1.773346003323796
10.5,0.5912698412698413,0.8481973434535104,16.869174201729876,88.37293243408203,0.9932885906040269,0.3073111459512321,1.68389587432463,2.0369257937563634
6.333333333333333,0.48903508771929827,0.7483221476510067,11.914957374576321,88.5876235961914,2.986547085201794,0.697510029100338,1.3213283875400728,1.9114786601796527
2.5,0.582,0.9037267080745341,13.610890997982688,91.93849182128906,1.3333333333333333,4.219646121091524,2.5584641039442584,2.9321520417808307
2.6,0.6115384615384616,0.895774647887324,14.228319915326999,92.25469207763672,1.3459119496855345,1.3709499829702212,2.5872234511928953,3.030228512106615
2.75,0.06818181818181818,0.3,1.9544100476116797,104.2756576538086,73.0,0.45844591322189654,0.13342061277526943,0.46787604751279355
1.945945945945946,0.006756756756756757,0.011568123393316195,4.787307364817192,99.82968139648438,0,0,0.07416237402191571,8.975983711975255
1.1515151515151516,0.025518341307814992,0.0430976430976431,6.383076486422923,115.63318634033203,0,0,0.10304828030703088,6.823793824516331
1.25,0.0296875,0.09359605911330049,3.477898169151024,0.0,68.73684210526316,2.0450696281276253,0.1519345796977383,1.9456657431573918
2.7142857142857144,0.011278195488721804,0.020066889632107024,2.763953195770684,102.49059295654297,0,0,0.044748315238420204,3.5276944311453122
1.7045454545454546,0.008787878787878787,0.0263756252842201,6.076507779746499,61.83702850341797,0,0,0.09911381086018367,6.274461812779529
0.1935483870967742,0.006048387096774193,0.01565217391304348,2.393653682408596,8.153700828552246,137.77777777777777,1.2839984709098964,0.0224474688493522,2.2867799698404347
0.9411764705882353,0.06801470588235294,0.18781725888324874,4.853342309955121,139.86233520507812,60.7027027027027,2.02731888548336,0.2181316134607949,2.160820747865351
0.6153846153846154,0.014423076923076924,0.03571428571428571,1.381976597885342,48.2254524230957,0,0,0.04178331783574156,1.348844750633012
0.8717948717948718,0.00942684766214178,0.043706293706293704,3.989422804014327,37.08807373046875,0,0,0.10317419284578633,2.772174235823898
0.7,0.45,0.9264705882352942,6.333012368467128,21.688335418701172,4.825396825396825,1.699471129239185,1.3372191126542323,1.4824542134575809
